Timestamp,DataflowName,Category,DurationMinutes,EstimatedCU,Status
10/24/2025 9:59,df_Fact_InTrans_UniqueCustomers,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_InvoiceHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderLabor,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderParts,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WarrantyClaims,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_CustomerPerformance,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborPunches,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborInvoiced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborWIP,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobSummary,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderComprehensive,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_First_Pass_Fill,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_InventoryAnalysis,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Machines_Serviced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Top50_JobCodes,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Branch12_Transactions,FactTable,0,0,Triggered
10/24/2025 9:54,df_WKROFILE_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKVEHFL_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VHSTOCK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKOTHSUB_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKINVREG_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKRODESC_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WKMECHWK_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WARSUBCI_LABOUR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INTRANS_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CONTACT_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ARMASTER_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALORD_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_INSALPAR_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_JDIS_PART_INFORMATION_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_BranchOperational_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_RepairOrderDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Technician_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianPunchedDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_Invoice_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Customer_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_ArMaster_Contact_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_WarClaim_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_VhStockAccess_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_CustomerAnatomy_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_TechnicianInvoiceDetail_Raw,RawSource,0,0,Triggered
10/24/2025 9:54,df_InHist_PmManage_Raw,RawSource,0,0,Triggered
10/24/2025 9:56,df_Dim_Part,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_BranchFranchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Date,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Franchise,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Source,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SLC,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_DealerGroupCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_VendorCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_CommodityCode,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Branch,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_SlicerControl,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Customer,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Vehicle,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Technicans,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_Location,Dimension,0,0,Triggered
10/24/2025 9:56,df_Dim_JobType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderStatus,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_JobCode,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_InvoiceLookup,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_UniqueCustomers,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_WorkOrderMaster,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_ModuleType,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_Branch12_Parts,Dimension,0,0,Triggered
10/24/2025 9:57,df_Dim_PaymentMethod,Dimension,0,0,Triggered
10/24/2025 9:59,df_Fact_Part_Transactions,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Inventory,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_UniqueCustomers,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_InTrans_UniqueCustomers,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_InvoiceHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderHeader,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderLabor,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderParts,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WarrantyClaims,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_CustomerPerformance,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborPunches,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobs,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborInvoiced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborWIP,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_LaborJobSummary,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_WorkOrderComprehensive,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_First_Pass_Fill,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Invoice_InventoryAnalysis,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Machines_Serviced,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Top50_JobCodes,FactTable,0,0,Triggered
10/24/2025 9:59,df_Fact_Branch12_Transactions,FactTable,0,0,Triggered
"2025-10-24 09:54:27","df_WKROFILE_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:28","df_WKVEHFL_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:29","df_VHSTOCK_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:30","df_WKOTHSUB_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:30","df_WKINVREG_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:31","df_WKRODESC_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:32","df_WKMECHWK_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:32","df_WARSUBCI_LABOUR_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:33","df_INTRANS_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:34","df_CONTACT_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:34","df_ARMASTER_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:35","df_INSALORD_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:36","df_INSALPAR_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:36","df_JDIS_PART_INFORMATION_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:37","df_BranchOperational_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:38","df_RepairOrderDetail_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:39","df_Technician_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:39","df_TechnicianPunchedDetail_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:40","df_Invoice_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:41","df_ArMaster_Customer_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:42","df_ArMaster_Contact_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:43","df_WarClaim_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:43","df_VhStockAccess_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:44","df_CustomerAnatomy_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:45","df_TechnicianInvoiceDetail_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:54:46","df_InHist_PmManage_Raw","RawSource","1.5","3.75","Success"
"2025-10-24 09:56:46","df_Dim_Part","Dimension","3","9","Success"
"2025-10-24 09:56:47","df_Dim_BranchFranchise","Dimension","3","9","Success"
"2025-10-24 09:56:48","df_Dim_Date","Dimension","3","9","Success"
"2025-10-24 09:56:49","df_Dim_Franchise","Dimension","3","9","Success"
"2025-10-24 09:56:50","df_Dim_Source","Dimension","3","9","Success"
"2025-10-24 09:56:51","df_Dim_SLC","Dimension","3","9","Success"
"2025-10-24 09:56:52","df_Dim_DealerGroupCode","Dimension","3","9","Success"
"2025-10-24 09:56:52","df_Dim_VendorCode","Dimension","3","9","Success"
"2025-10-24 09:56:53","df_Dim_CommodityCode","Dimension","3","9","Success"
"2025-10-24 09:56:54","df_Dim_Branch","Dimension","3","9","Success"
"2025-10-24 09:56:55","df_Dim_SlicerControl","Dimension","3","9","Success"
"2025-10-24 09:56:56","df_Dim_Customer","Dimension","3","9","Success"
"2025-10-24 09:56:57","df_Dim_Vehicle","Dimension","3","9","Success"
"2025-10-24 09:56:57","df_Dim_Technicans","Dimension","3","9","Success"
"2025-10-24 09:56:58","df_Dim_Location","Dimension","3","9","Success"
"2025-10-24 09:56:59","df_Dim_JobType","Dimension","3","9","Success"
"2025-10-24 09:57:00","df_Dim_WorkOrderStatus","Dimension","3","9","Success"
"2025-10-24 09:57:01","df_Dim_JobCode","Dimension","3","9","Success"
"2025-10-24 09:57:01","df_Dim_WorkOrderLookup","Dimension","3","9","Success"
"2025-10-24 09:57:02","df_Dim_InvoiceLookup","Dimension","3","9","Success"
"2025-10-24 09:57:03","df_Dim_UniqueCustomers","Dimension","3","9","Success"
"2025-10-24 09:57:04","df_Dim_WorkOrderType","Dimension","3","9","Success"
"2025-10-24 09:57:05","df_Dim_WorkOrderMaster","Dimension","3","9","Success"
"2025-10-24 09:57:06","df_Dim_ModuleType","Dimension","3","9","Success"
"2025-10-24 09:57:06","df_Dim_Branch12_Parts","Dimension","3","9","Success"
"2025-10-24 09:57:07","df_Dim_PaymentMethod","Dimension","3","9","Success"
"2025-10-24 09:59:08","df_Fact_Part_Transactions","FactTable","4","16","Success"
"2025-10-24 09:59:09","df_Fact_Inventory","FactTable","4","16","Success"
"2025-10-24 09:59:10","df_Fact_Invoice_UniqueCustomers","FactTable","4","16","Success"
"2025-10-24 09:59:11","df_Fact_InTrans_UniqueCustomers","FactTable","4","16","Success"
"2025-10-24 09:59:12","df_Fact_WorkOrderJobs","FactTable","4","16","Success"
"2025-10-24 09:59:12","df_Fact_InvoiceHeader","FactTable","4","16","Success"
"2025-10-24 09:59:13","df_Fact_WorkOrderHeader","FactTable","4","16","Success"
"2025-10-24 09:59:14","df_Fact_WorkOrderLabor","FactTable","4","16","Success"
"2025-10-24 09:59:15","df_Fact_WorkOrderParts","FactTable","4","16","Success"
"2025-10-24 09:59:16","df_Fact_WarrantyClaims","FactTable","4","16","Success"
"2025-10-24 09:59:17","df_Fact_CustomerPerformance","FactTable","4","16","Success"
"2025-10-24 09:59:17","df_Fact_LaborPunches","FactTable","4","16","Success"
"2025-10-24 09:59:18","df_Fact_LaborJobs","FactTable","4","16","Success"
"2025-10-24 09:59:19","df_Fact_LaborInvoiced","FactTable","4","16","Success"
"2025-10-24 09:59:20","df_Fact_LaborWIP","FactTable","4","16","Success"
"2025-10-24 09:59:21","df_Fact_LaborJobSummary","FactTable","4","16","Success"
"2025-10-24 09:59:22","df_Fact_WorkOrderComprehensive","FactTable","4","16","Success"
"2025-10-24 09:59:22","df_Fact_First_Pass_Fill","FactTable","4","16","Success"
"2025-10-24 09:59:23","df_Fact_Invoice_InventoryAnalysis","FactTable","4","16","Success"
"2025-10-24 09:59:24","df_Fact_Machines_Serviced","FactTable","4","16","Success"
"2025-10-24 09:59:25","df_Fact_Top50_JobCodes","FactTable","4","16","Success"
"2025-10-24 09:59:26","df_Fact_Branch12_Transactions","FactTable","4","16","Success"
"2026-02-23 15:11:53","df_WKROFILE_Raw","RawSource","3.9","9.75","Success"
"2026-02-23 15:11:54","df_GlTrans_Raw","RawSource","5.4","13.5","Success"
"2026-02-23 15:11:55","df_InHist_PmManage_Raw","RawSource","5.4","13.5","Success"
