"Timestamp","DataflowName","DataflowId","WorkspaceName","Category","Status","StartTime","EndTime","DurationMinutes","ErrorMessage"
"2025-10-23 09:25:03","df_Dim_WorkOrderMaster","","","Dimension","Triggered","","","0",""
"2025-10-23 09:25:04","df_Dim_ModuleType","","","Dimension","Triggered","","","0",""
"2025-10-23 09:25:05","df_Dim_Branch12_Parts","","","Dimension","Triggered","","","0",""
"2025-10-23 09:25:06","df_Dim_PaymentMethod","","","Dimension","Triggered","","","0",""
"2025-10-23 09:27:10","df_Fact_Part_Transactions","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:14","df_Fact_Inventory","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:36","df_Fact_Invoice_UniqueCustomers","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:38","df_Fact_InTrans_UniqueCustomers","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:39","df_Fact_WorkOrderJobs","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:40","df_Fact_InvoiceHeader","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:41","df_Fact_WorkOrderHeader","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:43","df_Fact_WorkOrderParts","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:44","df_Fact_WarrantyClaims","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:45","df_Fact_CustomerPerformance","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:46","df_Fact_LaborPunches","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:47","df_Fact_LaborJobs","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:48","df_Fact_LaborInvoiced","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:49","df_Fact_LaborJobSummary","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:50","df_Fact_WorkOrderComprehensive","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:51","df_Fact_First_Pass_Fill","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:52","df_Fact_Invoice_InventoryAnalysis","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:53","df_Fact_Machines_Serviced","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:54","df_Fact_Top50_JobCodes","","","FactTable","Triggered","","","0",""
"2025-10-23 09:27:55","df_Fact_Branch12_Transactions","","","FactTable","Triggered","","","0",""
"2025-10-24 03:09:08","df_WKROFILE_Raw","","","RawSource","Failed","","","0",""
"2025-10-24 03:09:09","df_WKINVREG_Raw","","","RawSource","Failed","","","0",""
"2025-10-24 03:09:10","df_INSALPAR_Raw","","","RawSource","Failed","","","0",""
"2025-10-24 03:09:11","df_ArMaster_Contact_Raw","","","RawSource","Failed","","","0",""
"2025-10-24 03:09:12","df_InHist_PmManage_Raw","","","RawSource","Failed","","","0",""
"2025-10-24 03:54:02","df_Dim_Date","","","Dimension","Failed","","","0",""
"2025-10-24 03:54:03","df_Dim_SLC","","","Dimension","Failed","","","0",""
"2025-10-24 03:54:04","df_Dim_SlicerControl","","","Dimension","Failed","","","0",""
"2025-10-24 03:54:05","df_Dim_JobType","","","Dimension","Failed","","","0",""
"2025-10-24 03:54:06","df_Dim_UniqueCustomers","","","Dimension","Failed","","","0",""
"2025-10-24 03:54:07","df_Dim_PaymentMethod","","","Dimension","Failed","","","0",""
"2025-10-24 04:18:23","df_Fact_Part_Transactions","","","FactTable","Failed","","","0",""
"2025-10-24 04:18:24","df_Fact_Invoice_UniqueCustomers","","","FactTable","Failed","","","0",""
"2025-10-24 04:18:53","df_Fact_WorkOrderJobs","","","FactTable","Failed","","","0",""
"2025-10-24 04:18:54","df_Fact_WorkOrderLabor","","","FactTable","Failed","","","0",""
"2025-10-24 04:19:23","df_Fact_WorkOrderParts","","","FactTable","Failed","","","0",""
"2025-10-24 04:19:24","df_Fact_LaborPunches","","","FactTable","Failed","","","0",""
"2025-10-24 04:19:53","df_Fact_LaborInvoiced","","","FactTable","Failed","","","0",""
"2025-10-24 04:19:54","df_Fact_WorkOrderComprehensive","","","FactTable","Failed","","","0",""
"2025-10-24 04:20:23","df_Fact_First_Pass_Fill","","","FactTable","Failed","","","0",""
"2025-10-24 04:20:24","df_Fact_Top50_JobCodes","","","FactTable","Failed","","","0",""
"2025-10-24 04:20:53","df_Fact_Branch12_Transactions","","","FactTable","Failed","","","0",""
"2025-10-24 09:54:27","df_WKROFILE_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:28","df_WKVEHFL_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:29","df_VHSTOCK_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:30","df_WKINVREG_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:31","df_WKRODESC_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:32","df_WARSUBCI_LABOUR_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:33","df_INTRANS_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:34","df_ARMASTER_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:35","df_INSALORD_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:36","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:37","df_BranchOperational_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:38","df_RepairOrderDetail_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:39","df_TechnicianPunchedDetail_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:40","df_Invoice_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:41","df_ArMaster_Customer_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:42","df_ArMaster_Contact_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:43","df_VhStockAccess_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:44","df_CustomerAnatomy_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:45","df_TechnicianInvoiceDetail_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:54:46","df_InHist_PmManage_Raw","","","RawSource","Success","","","1.5",""
"2025-10-24 09:56:46","df_Dim_Part","","","Dimension","Success","","","3",""
"2025-10-24 09:56:47","df_Dim_BranchFranchise","","","Dimension","Success","","","3",""
"2025-10-24 09:56:48","df_Dim_Date","","","Dimension","Success","","","3",""
"2025-10-24 09:56:49","df_Dim_Franchise","","","Dimension","Success","","","3",""
"2025-10-24 09:56:50","df_Dim_Source","","","Dimension","Success","","","3",""
"2025-10-24 09:56:51","df_Dim_SLC","","","Dimension","Success","","","3",""
"2025-10-24 09:56:52","df_Dim_VendorCode","","","Dimension","Success","","","3",""
"2025-10-24 09:56:53","df_Dim_CommodityCode","","","Dimension","Success","","","3",""
"2025-10-24 09:56:54","df_Dim_Branch","","","Dimension","Success","","","3",""
"2025-10-24 09:56:55","df_Dim_SlicerControl","","","Dimension","Success","","","3",""
"2025-10-24 09:56:56","df_Dim_Customer","","","Dimension","Success","","","3",""
"2025-10-24 09:56:57","df_Dim_Technicans","","","Dimension","Success","","","3",""
"2025-10-24 09:56:58","df_Dim_Location","","","Dimension","Success","","","3",""
"2025-10-24 09:56:59","df_Dim_JobType","","","Dimension","Success","","","3",""
"2025-10-24 09:57:00","df_Dim_WorkOrderStatus","","","Dimension","Success","","","3",""
"2025-10-24 09:57:01","df_Dim_WorkOrderLookup","","","Dimension","Success","","","3",""
"2025-10-24 09:57:02","df_Dim_InvoiceLookup","","","Dimension","Success","","","3",""
"2025-10-24 09:57:03","df_Dim_UniqueCustomers","","","Dimension","Success","","","3",""
"2025-10-24 09:57:04","df_Dim_WorkOrderType","","","Dimension","Success","","","3",""
"2025-10-24 09:57:05","df_Dim_WorkOrderMaster","","","Dimension","Success","","","3",""
"2025-10-24 09:57:06","df_Dim_Branch12_Parts","","","Dimension","Success","","","3",""
"2025-10-24 09:57:07","df_Dim_PaymentMethod","","","Dimension","Success","","","3",""
"2025-10-24 09:59:08","df_Fact_Part_Transactions","","","FactTable","Success","","","4",""
"2025-10-24 09:59:09","df_Fact_Inventory","","","FactTable","Success","","","4",""
"2025-10-24 09:59:10","df_Fact_Invoice_UniqueCustomers","","","FactTable","Success","","","4",""
"2025-10-24 09:59:11","df_Fact_InTrans_UniqueCustomers","","","FactTable","Success","","","4",""
"2025-10-24 09:59:12","df_Fact_InvoiceHeader","","","FactTable","Success","","","4",""
"2025-10-24 09:59:13","df_Fact_WorkOrderHeader","","","FactTable","Success","","","4",""
"2025-10-24 09:59:14","df_Fact_WorkOrderLabor","","","FactTable","Success","","","4",""
"2025-10-24 09:59:15","df_Fact_WorkOrderParts","","","FactTable","Success","","","4",""
"2025-10-24 09:59:16","df_Fact_WarrantyClaims","","","FactTable","Success","","","4",""
"2025-10-24 09:59:17","df_Fact_LaborPunches","","","FactTable","Success","","","4",""
"2025-10-24 09:59:18","df_Fact_LaborJobs","","","FactTable","Success","","","4",""
"2025-10-24 09:59:19","df_Fact_LaborInvoiced","","","FactTable","Success","","","4",""
"2025-10-24 09:59:20","df_Fact_LaborWIP","","","FactTable","Success","","","4",""
"2025-10-24 09:59:21","df_Fact_LaborJobSummary","","","FactTable","Success","","","4",""
"2025-10-24 09:59:22","df_Fact_First_Pass_Fill","","","FactTable","Success","","","4",""
"2025-10-24 09:59:23","df_Fact_Invoice_InventoryAnalysis","","","FactTable","Success","","","4",""
"2025-10-24 09:59:24","df_Fact_Machines_Serviced","","","FactTable","Success","","","4",""
"2025-10-24 09:59:25","df_Fact_Top50_JobCodes","","","FactTable","Success","","","4",""
"2025-10-24 09:59:26","df_Fact_Branch12_Transactions","","","FactTable","Success","","","4",""
"2026-02-23 15:11:53","df_WKROFILE_Raw","","","RawSource","Success","","","3.9",""
"2026-02-23 15:11:54","df_GlTrans_Raw","","","RawSource","Success","","","5.4",""
"2026-02-23 15:11:55","df_InHist_PmManage_Raw","","","RawSource","Success","","","5.4",""
"2026-02-23 15:26:18","df_WKRODESC_Raw","","","RawSource","Success","","","3.4",""
"2026-02-23 15:26:19","df_WKMECHWK_Raw","","","RawSource","Success","","","2.9",""
"2026-02-23 15:30:05","df_TechnicianInvoiceDetail_Raw","","","RawSource","Success","","","3.9",""
"2026-02-23 15:30:06","df_TechnicianPunchedDetail_Raw","","","RawSource","Success","","","3.9",""
"2026-02-23 15:30:07","df_INSALORD_Raw","","","RawSource","Success","","","2.9",""
"2026-02-23 15:30:08","df_RepairOrderDetail_Raw","","","RawSource","Success","","","2.9",""
"2026-02-23 15:34:20","df_TechnicianPunchedTime_Raw","","","RawSource","Success","","","6.4",""
"2026-02-23 15:41:20","df_ArMaster_Contact_Raw","","","RawSource","Success","","","2.4",""
"2026-02-23 15:41:21","df_BranchOperational_Raw","","","RawSource","Success","","","1.9",""
"2026-02-23 15:50:37","df_Fact_Service_Invoices","","","FactTable","Success","","","10.9",""
"2026-02-23 16:06:03","df_FactPartTransactions_Incremental","","","FactTable","Failed","","","0.1",""
"2026-02-23 16:06:55","df_FactPartTransactions_Incremental","","","FactTable","Success","","","13.4",""
"2026-02-23 16:08:51","df_Fact_WorkOrderParts","","","FactTable","Success","","","21.4",""
"2026-02-23 16:30:40","df_Fact_First_Pass_Fill","","","FactTable","Success","","","5.9",""
"2026-02-23 16:30:41","df_Fact_Service_Parts_Detail","","","FactTable","Success","","","4.9",""
"2026-02-23 16:39:08","df_Fact_Branch12_Transactions","","","FactTable","Success","","","2.4",""
"2026-02-23 16:46:55","df_Fact_InTrans_UniqueCustomers","","","FactTable","Success","","","2.9",""
"2026-02-23 16:51:01","df_Fact_InSalOrd_InSalPar","","","FactTable","Success","","","1.9",""
"2026-02-23 17:07:55","df_FactPartTransactions_Incremental","","","FactTable","Success","","","13.4",""
"2026-02-23 17:07:57","df_Fact_WorkOrderParts","","","FactTable","Success","","","21.9",""
"2026-02-23 17:30:14","df_Fact_Service_Parts_Detail","","","FactTable","Success","","","3.9",""
"2026-02-23 17:30:16","df_Fact_Invoice_UniqueCustomers","","","FactTable","Success","","","7.9",""
"2026-02-23 17:38:30","df_Fact_Invoice_InventoryAnalysis","","","FactTable","Success","","","3.4",""
"2026-02-23 17:38:31","df_Fact_Branch12_Transactions","","","FactTable","Success","","","2.4",""
"2026-02-23 17:42:44","df_Fact_InTrans_UniqueCustomers","","","FactTable","Success","","","2.4",""
"2026-02-23 17:42:45","df_Fact_Equipment_Sales","","","FactTable","Success","","","2.4",""
"2026-02-23 17:45:31","df_Fact_Top50_JobCodes","","","FactTable","Success","","","2.9",""
"2026-02-23 17:45:33","df_Fact_InSalOrd_InSalPar","","","FactTable","Success","","","1.9",""
"2026-02-24 08:00:06","DF_PartMaster_Snapshot_Daily","","","AdHoc","Success","","","3.4",""
"2026-02-24 09:30:17","df_GlTrans_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:30:18","df_GlTrans_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-24 09:31:06","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:31:07","df_WKROFILE_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:31:08","df_GlTrans_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-24 09:31:09","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:31:10","df_Invoice_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:31:58","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:31:59","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-24 09:32:01","df_Invoice_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:32:23","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:32:52","df_GlTrans_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:32:53","df_WKROFILE_Raw","","","RawSource","Failed","","","0",""
"2026-02-24 09:33:15","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-24 09:33:23","df_Invoice_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:33:25","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:33:43","df_GlTrans_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:33:44","df_WKROFILE_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-24 09:33:52","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","2.4",""
"2026-02-24 09:35:59","df_Invoice_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:36:02","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-24 09:36:59","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","2.4",""
"2026-02-24 21:03:29","df_InHist_PmManage_Raw","","","RawSource","Success","","","5.4",""
"2026-02-24 21:03:30","df_InTrans_PartsCounter_Raw","","","RawSource","Cancelled","","","15.4",""
"2026-02-24 21:18:55","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-24 21:19:47","df_InTrans_PartsCounter_Raw","","","RawSource","Success","","","7.9",""
"2026-02-24 21:27:59","df_WKRODESC_Raw","","","RawSource","Success","","","3.4",""
"2026-02-24 21:31:40","df_TechnicianInvoiceDetail_Raw","","","RawSource","Success","","","3.9",""
"2026-02-24 21:31:41","df_VHSTOCK_Raw","","","RawSource","Success","","","2.4",""
"2026-02-24 21:31:42","df_TechnicianPunchedDetail_Raw","","","RawSource","Success","","","3.9",""
"2026-02-24 21:31:44","df_RepairOrderDetail_Raw","","","RawSource","Success","","","2.4",""
"2026-02-24 21:35:56","df_TechnicianInvoice_Raw","","","RawSource","Success","","","2.9",""
"2026-02-24 21:40:10","df_ArMaster_Customer_Raw","","","RawSource","Success","","","2.9",""
"2026-02-24 21:40:11","df_BranchOperational_Raw","","","RawSource","Success","","","1.9",""
"2026-02-24 21:44:08","df_InTrans_Incremental","","","AdHoc","Success","","","2.4",""
"2026-02-24 21:46:48","df_UniqueCustomer_Lookup","","","AdHoc","Success","","","5.4",""
"2026-02-24 21:46:49","df_Dim_Customer","","","Dimension","Success","","","3.4",""
"2026-02-24 21:46:50","df_Dim_Part","","","Dimension","Success","","","7.4",""
"2026-02-24 21:54:30","df_Dim_JobCode","","","Dimension","Success","","","2.4",""
"2026-02-24 21:54:31","df_Dim_Branch12_Parts","","","Dimension","Success","","","2.4",""
"2026-02-24 21:57:24","df_Fact_WorkOrderParts","","","FactTable","Failed","","","18.9",""
"2026-02-24 22:17:05","df_Fact_WorkOrderParts","","","FactTable","Success","","","20.4",""
"2026-02-24 22:37:49","df_Fact_CustomerPerformance","","","FactTable","Success","","","4.4",""
"2026-02-24 22:37:50","df_Fact_Service_Parts_Detail","","","FactTable","Success","","","3.9",""
"2026-02-24 22:46:03","df_Fact_Branch12_Transactions","","","FactTable","Success","","","1.9",""
"2026-02-24 22:46:04","df_Fact_Invoice_InventoryAnalysis","","","FactTable","Success","","","3.4",""
"2026-02-24 22:50:15","df_Fact_Equipment_Sales","","","FactTable","Success","","","2.4",""
"2026-02-24 22:50:16","df_Fact_InTrans_UniqueCustomers","","","FactTable","Success","","","2.9",""
"2026-02-24 22:53:29","df_Fact_InSalOrd_InSalPar","","","FactTable","Success","","","2.4",""
"2026-02-25 08:00:04","DF_PartMaster_Snapshot_Daily","","","AdHoc","Success","","","3.4",""
"2026-02-25 09:30:21","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-25 09:30:22","df_GlTrans_Raw","","","RawSource","Failed","","","0.1",""
"2026-02-25 09:31:11","df_Invoice_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:31:12","df_InHist_PmManage_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:31:13","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:32:03","df_WKROFILE_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-25 09:32:04","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-25 09:32:07","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-25 09:32:59","df_GlTrans_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:33:01","df_InHist_PmManage_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:33:27","df_Invoice_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:33:48","df_GlTrans_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-25 09:33:52","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-25 09:34:00","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","2.4",""
"2026-02-25 09:34:19","df_Invoice_Raw","","","RawSource","Failed","","","0",""
"2026-02-25 09:35:32","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-25 09:36:03","df_WKROFILE_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-25 09:37:06","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","2.4",""
"2026-02-25 14:01:53","df_InTrans_Incremental","","","AdHoc","Success","","","4.9",""
"2026-02-25 14:01:58","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Success","","","15.4",""
"2026-02-25 20:45:50","df_Fact_Transfers","","","FactTable","Success","","","8.9",""
"2026-02-25 20:48:41","df_Parts_InterbranchTransfer_Raw","","","RawSource","Success","","","1.9",""
"2026-02-25 20:56:42","df_Parts_InterbranchTransfer_Raw","","","RawSource","Success","","","1.9",""
"2026-02-25 21:00:53","df_Fact_Transfers","","","FactTable","Success","","","8.9",""
"2026-02-26 08:00:06","DF_PartMaster_Snapshot_Daily","","","AdHoc","Success","","","6.9",""
"2026-02-26 09:30:24","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:30:25","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:31:29","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","0.2",""
"2026-02-26 09:32:20","df_JDIS_PART_INFORMATION_Raw","","","RawSource","Failed","","","0.2",""
"2026-02-26 09:32:59","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:33:00","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-26 09:33:29","df_Invoice_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:33:32","df_WKROFILE_Raw","","","RawSource","Failed","","","2.4",""
"2026-02-26 09:35:06","df_InTrans_PartsCounter_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-26 09:35:35","df_InHist_PmManage_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:35:36","df_GlTrans_Raw","","","RawSource","Failed","","","1.4",""
"2026-02-26 09:36:04","df_Invoice_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 09:36:39","df_WKROFILE_Raw","","","RawSource","Failed","","","1.9",""
"2026-02-26 10:15:19","df_InHist_PmManage_Raw","","","RawSource","Success","","","4.9",""
